Python File,Function Name,Lines of Code,Cyclomatic Complexity,Number of Calls,Functions Called
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\ansitowin32.py,get_win32_calls,234,77,1,dict
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\ansitowin32.py,write,234,77,0,
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\ansitowin32.py,reset_all,234,77,0,
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\ansitowin32.py,write_and_convert,234,77,1,len
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\ansitowin32.py,write_plain_text,234,77,0,
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\ansitowin32.py,convert_ansi,234,77,0,
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\ansitowin32.py,extract_params,234,77,3,"tuple, len, int"
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\ansitowin32.py,call_win32,234,77,2,"dict, func"
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\ansitowin32.py,convert_osc,234,77,0,
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\ansitowin32.py,flush,234,77,0,
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\initialise.py,_wipe_internal_state_for_tests,91,27,0,
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\initialise.py,reset_all,91,27,1,AnsiToWin32
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\initialise.py,init,91,27,3,"any, ValueError, wrap_stream"
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\initialise.py,deinit,91,27,0,
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\initialise.py,just_fix_windows_console,91,27,1,AnsiToWin32
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\initialise.py,colorama_text,91,27,2,"init, deinit"
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\initialise.py,reinit,91,27,0,
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\initialise.py,wrap_stream,91,27,1,AnsiToWin32
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\win32.py,_winapi_test,156,19,4,"CONSOLE_SCREEN_BUFFER_INFO, _GetConsoleScreenBufferInfo, bool, byref"
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\win32.py,winapi_test,156,19,3,"any, _winapi_test, _GetStdHandle"
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\win32.py,GetConsoleScreenBufferInfo,156,19,4,"_GetStdHandle, CONSOLE_SCREEN_BUFFER_INFO, _GetConsoleScreenBufferInfo, byref"
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\win32.py,SetConsoleTextAttribute,156,19,2,"_GetStdHandle, _SetConsoleTextAttribute"
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\win32.py,SetConsoleCursorPosition,156,19,4,"COORD, _GetStdHandle, _SetConsoleCursorPosition, GetConsoleScreenBufferInfo"
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\win32.py,FillConsoleOutputCharacter,156,19,4,"_GetStdHandle, c_char, _FillConsoleOutputCharacterA, byref"
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\win32.py,FillConsoleOutputAttribute,156,19,3,"_GetStdHandle, _FillConsoleOutputAttribute, byref"
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\win32.py,SetConsoleTitle,156,19,1,_SetConsoleTitleW
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\win32.py,GetConsoleMode,156,19,2,"_GetConsoleMode, byref"
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\win32.py,SetConsoleMode,156,19,1,_SetConsoleMode
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\win32.py,__str__,156,19,0,
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\winterm.py,enable_vt_processing,172,44,1,get_osfhandle
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\winterm.py,__init__,172,44,0,
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\winterm.py,get_attrs,172,44,0,
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\winterm.py,set_attrs,172,44,0,
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\winterm.py,reset_all,172,44,0,
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\winterm.py,fore,172,44,0,
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\winterm.py,back,172,44,0,
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\winterm.py,style,172,44,0,
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\winterm.py,set_console,172,44,0,
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\winterm.py,get_position,172,44,0,
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\winterm.py,set_cursor_position,172,44,0,
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\winterm.py,cursor_adjust,172,44,0,
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\winterm.py,erase_screen,172,44,0,
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\winterm.py,erase_line,172,44,0,
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\winterm.py,set_title,172,44,0,
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\winterm.py,get_osfhandle,172,44,1,OSError
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\tests\ansitowin32_test.py,testIsAProxy,251,34,2,"Mock, StreamWrapper"
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\tests\ansitowin32_test.py,testDelegatesWrite,251,34,2,"Mock, StreamWrapper"
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\tests\ansitowin32_test.py,testDelegatesContext,251,34,3,"Mock, StringIO, StreamWrapper"
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\tests\ansitowin32_test.py,testProxyNoContextManager,251,34,4,"MagicMock, AttributeError, Mock, StreamWrapper"
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\tests\ansitowin32_test.py,test_closed_shouldnt_raise_on_closed_stream,251,34,2,"StringIO, StreamWrapper"
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\tests\ansitowin32_test.py,test_closed_shouldnt_raise_on_detached_stream,251,34,3,"TextIOWrapper, StreamWrapper, StringIO"
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\tests\ansitowin32_test.py,testInit,251,34,2,"Mock, AnsiToWin32"
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\tests\ansitowin32_test.py,testStripIsTrueOnWindows,251,34,4,"patch, osname, Mock, AnsiToWin32"
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\tests\ansitowin32_test.py,testStripIsFalseOffWindows,251,34,3,"osname, Mock, AnsiToWin32"
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\tests\ansitowin32_test.py,testWriteStripsAnsi,251,34,2,"Mock, AnsiToWin32"
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\tests\ansitowin32_test.py,testWriteDoesNotStripAnsi,251,34,2,"Mock, AnsiToWin32"
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\tests\ansitowin32_test.py,assert_autoresets,251,34,2,"AnsiToWin32, Mock"
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\tests\ansitowin32_test.py,testWriteAutoresets,251,34,0,
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\tests\ansitowin32_test.py,testWriteAndConvertWritesPlainText,251,34,2,"AnsiToWin32, Mock"
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\tests\ansitowin32_test.py,testWriteAndConvertStripsAllValidAnsi,251,34,2,"AnsiToWin32, Mock"
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\tests\ansitowin32_test.py,testWriteAndConvertSkipsEmptySnippets,251,34,2,"AnsiToWin32, Mock"
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\tests\ansitowin32_test.py,testWriteAndConvertCallsWin32WithParamsAndCommand,251,34,2,"AnsiToWin32, Mock"
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\tests\ansitowin32_test.py,test_reset_all_shouldnt_raise_on_closed_orig_stdout,251,34,2,"StringIO, AnsiToWin32"
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\tests\ansitowin32_test.py,test_wrap_shouldnt_raise_on_closed_orig_stdout,251,34,3,"StringIO, patch, AnsiToWin32"
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\tests\ansitowin32_test.py,test_wrap_shouldnt_raise_on_missing_closed_attr,251,34,3,"patch, AnsiToWin32, object"
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\tests\ansitowin32_test.py,testExtractParams,251,34,2,"AnsiToWin32, Mock"
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\tests\ansitowin32_test.py,testCallWin32UsesLookup,251,34,3,"Mock, AnsiToWin32, listener"
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\tests\ansitowin32_test.py,test_osc_codes,251,34,3,"Mock, AnsiToWin32, patch"
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\tests\ansitowin32_test.py,test_native_windows_ansi,251,34,5,"ExitStack, p, Mock, AnsiToWin32, patch"
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\tests\ansitowin32_test.py,p,251,34,1,patch
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\tests\ansi_test.py,setUp,60,7,1,type
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\tests\ansi_test.py,tearDown,60,7,0,
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\tests\ansi_test.py,testForeAttributes,60,7,0,
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\tests\ansi_test.py,testBackAttributes,60,7,0,
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\tests\ansi_test.py,testStyleAttributes,60,7,0,
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\tests\initialise_test.py,setUp,155,25,1,skipUnless
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\tests\initialise_test.py,tearDown,155,25,1,_wipe_internal_state_for_tests
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\tests\initialise_test.py,assertWrapped,155,25,1,isinstance
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\tests\initialise_test.py,assertNotWrapped,155,25,0,
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\tests\initialise_test.py,testInitWrapsOnWindows,155,25,3,"patch, osname, init"
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\tests\initialise_test.py,testInitDoesntWrapOnEmulatedWindows,155,25,3,"patch, osname, init"
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\tests\initialise_test.py,testInitDoesntWrapOnNonWindows,155,25,2,"osname, init"
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\tests\initialise_test.py,testInitDoesntWrapIfNone,155,25,2,"replace_by, init"
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\tests\initialise_test.py,testInitAutoresetOnWrapsOnAllPlatforms,155,25,2,"osname, init"
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\tests\initialise_test.py,testInitWrapOffDoesntWrapOnWindows,155,25,2,"osname, init"
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\tests\initialise_test.py,testInitWrapOffIncompatibleWithAutoresetOn,155,25,1,init
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\tests\initialise_test.py,testAutoResetPassedOn,155,25,4,"patch, osname, init, len"
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\tests\initialise_test.py,testAutoResetChangeable,155,25,4,"patch, osname, init, len"
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\tests\initialise_test.py,testAtexitRegisteredOnlyOnce,155,25,2,"patch, init"
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\tests\initialise_test.py,_reset,155,25,1,_wipe_internal_state_for_tests
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\tests\initialise_test.py,tearDown,155,25,1,_wipe_internal_state_for_tests
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\tests\initialise_test.py,testJustFixWindowsConsole,155,25,5,"patch, just_fix_windows_console, Mock, fake_std, init"
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\tests\initialise_test.py,fake_std,155,25,1,Mock
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\tests\isatty_test.py,is_a_tty,44,10,1,StreamWrapper
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\tests\isatty_test.py,test_TTY,44,10,3,"StreamTTY, is_a_tty, pycharm"
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\tests\isatty_test.py,test_nonTTY,44,10,3,"StreamNonTTY, is_a_tty, pycharm"
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\tests\isatty_test.py,test_withPycharm,44,10,2,"pycharm, is_a_tty"
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\tests\isatty_test.py,test_withPycharmTTYOverride,44,10,4,"StreamTTY, pycharm, replace_by, is_a_tty"
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\tests\isatty_test.py,test_withPycharmNonTTYOverride,44,10,4,"StreamNonTTY, pycharm, replace_by, is_a_tty"
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\tests\isatty_test.py,test_withPycharmNoneOverride,44,10,6,"pycharm, replace_by, replace_original_by, is_a_tty, StreamNonTTY, StreamTTY"
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\tests\isatty_test.py,test_withPycharmStreamWrapped,44,10,4,"pycharm, AnsiToWin32, StreamTTY, StreamNonTTY"
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\tests\utils.py,osname,42,10,0,
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\tests\utils.py,replace_by,42,10,0,
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\tests\utils.py,replace_original_by,42,10,0,
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\tests\utils.py,pycharm,42,10,3,"StreamNonTTY, replace_by, replace_original_by"
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\tests\utils.py,isatty,42,10,0,
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\tests\utils.py,isatty,42,10,0,
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\tests\winterm_test.py,testInit,100,10,3,"patch, Mock, WinTerm"
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\tests\winterm_test.py,testGetAttrs,100,10,2,"skipUnless, WinTerm"
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\tests\winterm_test.py,testResetAll,100,10,3,"patch, Mock, WinTerm"
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\tests\winterm_test.py,testFore,100,10,3,"skipUnless, WinTerm, Mock"
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\tests\winterm_test.py,testBack,100,10,3,"skipUnless, WinTerm, Mock"
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\tests\winterm_test.py,testStyle,100,10,3,"skipUnless, WinTerm, Mock"
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\tests\winterm_test.py,testSetConsole,100,10,3,"patch, Mock, WinTerm"
C:/Users/DELL/robotframework\venv\Lib\site-packages\colorama\tests\winterm_test.py,testSetConsoleOnStderr,100,10,3,"patch, Mock, WinTerm"
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\core.py,merge,188,51,4,"isinstance, list, ensure_dashes, action_by_type"
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\core.py,__init__,188,51,0,
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\core.py,name,188,51,0,
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\core.py,option,188,51,2,"all, hasattr"
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\core.py,add_subprog,188,51,3,"SubProgram, setattr, hasattr"
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\core.py,command,188,51,2,"hasattr, len"
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\core.py,arg,188,51,1,hasattr
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\core.py,_generate_command,188,51,10,"split_doc, find_param_docs, signature, Config, str, purify_doc, NumpyDocstring, GoogleDocstring, ValueError, purify_kwargs"
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\core.py,_analyze_func,188,51,4,"getattr, signature, _POSITIONAL, merge"
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\core.py,__init__,188,51,0,
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\core.py,__getattr__,188,51,1,getattr
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\core.py,parse,188,51,0,
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\core.py,execute,188,51,1,command
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\core.py,__call__,188,51,0,
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\core.py,wrapper,188,51,1,hasattr
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\core.py,_command,188,51,0,
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\rst_text_formatter.py,b,25,6,0,
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\rst_text_formatter.py,format_help,25,6,3,"rst2ansi, b, super"
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\rst_text_formatter.py,format_usage,25,6,3,"rst2ansi, b, super"
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\utils.py,purify_doc,134,33,0,
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\utils.py,split_doc,134,33,1,len
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\utils.py,purify_kwargs,134,33,1,set
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\utils.py,find_param_docs,134,33,2,"get_opts, len"
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\utils.py,get_opts,134,33,4,"max, list, len, filter"
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\utils.py,action_by_type,134,33,2,"isinstance, get_type"
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\utils.py,get_type,134,33,3,"type, any, set"
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\utils.py,ensure_dashes,134,33,1,len
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\napoleon\docstring.py,__init__,928,256,4,"isinstance, modify_iter, hasattr, Config"
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\napoleon\docstring.py,__unicode__,928,256,1,u
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\napoleon\docstring.py,lines,928,256,0,
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\napoleon\docstring.py,_consume_indented_block,928,256,1,next
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\napoleon\docstring.py,_consume_contiguous,928,256,1,next
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\napoleon\docstring.py,_consume_empty,928,256,1,next
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\napoleon\docstring.py,_consume_field,928,256,1,next
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\napoleon\docstring.py,_consume_fields,928,256,0,
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\napoleon\docstring.py,_consume_inline_attribute,928,256,1,next
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\napoleon\docstring.py,_consume_returns_section,928,256,0,
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\napoleon\docstring.py,_consume_usage_section,928,256,0,
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\napoleon\docstring.py,_consume_section_header,928,256,1,next
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\napoleon\docstring.py,_consume_to_end,928,256,1,next
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\napoleon\docstring.py,_consume_to_next_section,928,256,1,next
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\napoleon\docstring.py,_dedent,928,256,0,
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\napoleon\docstring.py,_escape_args_and_kwargs,928,256,0,
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\napoleon\docstring.py,_fix_field_desc,928,256,0,
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\napoleon\docstring.py,_format_admonition,928,256,1,len
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\napoleon\docstring.py,_format_block,928,256,2,"enumerate, len"
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\napoleon\docstring.py,_format_docutils_params,928,256,1,any
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\napoleon\docstring.py,_format_field,928,256,1,any
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\napoleon\docstring.py,_format_fields,928,256,1,len
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\napoleon\docstring.py,_get_current_indent,928,256,0,
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\napoleon\docstring.py,_get_indent,928,256,2,"enumerate, len"
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\napoleon\docstring.py,_get_initial_indent,928,256,0,
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\napoleon\docstring.py,_get_min_indent,928,256,0,
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\napoleon\docstring.py,_indent,928,256,0,
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\napoleon\docstring.py,_is_indented,928,256,1,enumerate
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\napoleon\docstring.py,_is_list,928,256,1,len
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\napoleon\docstring.py,_is_section_header,928,256,0,
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\napoleon\docstring.py,_is_section_break,928,256,0,
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\napoleon\docstring.py,_parse,928,256,0,
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\napoleon\docstring.py,_parse_attribute_docstring,928,256,0,
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\napoleon\docstring.py,_parse_attributes_section,928,256,0,
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\napoleon\docstring.py,_parse_examples_section,928,256,0,
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\napoleon\docstring.py,_parse_usage_section,928,256,0,
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\napoleon\docstring.py,_parse_generic_section,928,256,0,
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\napoleon\docstring.py,_parse_keyword_arguments_section,928,256,0,
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\napoleon\docstring.py,_parse_methods_section,928,256,0,
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\napoleon\docstring.py,_parse_note_section,928,256,0,
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\napoleon\docstring.py,_parse_notes_section,928,256,0,
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\napoleon\docstring.py,_parse_other_parameters_section,928,256,0,
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\napoleon\docstring.py,_parse_parameters_section,928,256,0,
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\napoleon\docstring.py,_parse_raises_section,928,256,2,"len, any"
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\napoleon\docstring.py,_parse_references_section,928,256,0,
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\napoleon\docstring.py,_parse_returns_section,928,256,1,len
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\napoleon\docstring.py,_parse_see_also_section,928,256,0,
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\napoleon\docstring.py,_parse_todo_section,928,256,0,
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\napoleon\docstring.py,_parse_warning_section,928,256,0,
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\napoleon\docstring.py,_parse_warns_section,928,256,0,
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\napoleon\docstring.py,_parse_yields_section,928,256,0,
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\napoleon\docstring.py,_partition_field_on_colon,928,256,1,enumerate
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\napoleon\docstring.py,_strip_empty,928,256,4,"enumerate, reversed, range, len"
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\napoleon\docstring.py,__init__,928,256,4,"isinstance, modify_iter, hasattr, Config"
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\napoleon\docstring.py,_consume_field,928,256,1,next
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\napoleon\docstring.py,_consume_returns_section,928,256,0,
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\napoleon\docstring.py,_consume_section_header,928,256,1,next
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\napoleon\docstring.py,_is_section_break,928,256,0,
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\napoleon\docstring.py,_is_section_header,928,256,0,
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\napoleon\docstring.py,_parse_see_also_section,928,256,0,
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\napoleon\docstring.py,_parse_numpydoc_see_also_section,928,256,4,"push_item, ValueError, parse_item_name, list"
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\napoleon\docstring.py,parse_item_name,928,256,1,ValueError
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\napoleon\docstring.py,push_item,928,256,2,"parse_item_name, list"
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\napoleon\iterators.py,__init__,201,37,3,"iter, len, object"
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\napoleon\iterators.py,__iter__,201,37,0,
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\napoleon\iterators.py,__next__,201,37,1,getattr
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\napoleon\iterators.py,_fillcache,201,37,2,"len, next"
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\napoleon\iterators.py,has_next,201,37,0,
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\napoleon\iterators.py,next,201,37,1,range
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\napoleon\iterators.py,peek,201,37,1,range
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\napoleon\iterators.py,__init__,201,37,3,"iter, len, object"
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\napoleon\iterators.py,_fillcache,201,37,2,"len, next"
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\napoleon\pycompat.py,__str__,14,6,0,
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\napoleon\pycompat.py,__str__,14,6,0,
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\napoleon\__init__.py,__init__,193,7,2,"iteritems, setattr"
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\tests\capture.py,capture_sys_output,20,1,1,StringIO
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\tests\test_core.py,NoopCompleter,189,28,0,
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\tests\test_core.py,getopt,189,28,1,getattr
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\tests\test_core.py,powOfSub,189,28,1,int
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\tests\test_core.py,powOfSub2_impl,189,28,1,int
C:/Users/DELL/robotframework\venv\Lib\site-packages\mando\tests\test_core.py,goo,189,28,0,
